FAO_commodity,pooled_commodity,ISSCAAP_division,ISSCAAP_group,group_for_pairing,exvessel_estimated
"Aquatic animals oils and fats, nei",Misc. aquatic invertebrates,MISCELLANEOUS AQUATIC ANIMALS,,,0
"Aquatic animals, oils and fats, nei",Misc. aquatic invertebrates,MISCELLANEOUS AQUATIC ANIMALS,,,0
"Aquatic invertebrates, other than live, fresh or chilled, nei",Misc. aquatic invertebrates,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,Miscellaneous aquatic invertebrates,1
"Aquatic invertebrates, other than prepared or preserved",Misc. aquatic invertebrates,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,Miscellaneous aquatic invertebrates,1
"Miscellaneous aq. invert., dried, salted or in brine, nei",Misc. aquatic invertebrates,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,Miscellaneous aquatic invertebrates,1
"Oils and fats of aquatic animals, nei",Misc. aquatic invertebrates,MISCELLANEOUS AQUATIC ANIMALS,,,0
"Other aquatic invertebrates, frozen",Misc. aquatic invertebrates,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,Miscellaneous aquatic invertebrates,1
"Other aquatic invertebrates, live, fresh or chilled",Misc. aquatic invertebrates,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,Miscellaneous aquatic invertebrates,1
"Other aquatic invertebrates, prepared or preserved",Misc. aquatic invertebrates,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,Miscellaneous aquatic invertebrates,1
"Other aquatic invertebrates, prepared or preserved, nei",Misc. aquatic invertebrates,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,Miscellaneous aquatic invertebrates,1
"Sea-cucumber, dried, salted or in brine",Sea-cucumber,MISCELLANEOUS AQUATIC ANIMALS,Sea-urchins and other echinoderms,Sea-urchins and other echinoderms,1
"Sea-cucumber, frozen",Sea-cucumber,MISCELLANEOUS AQUATIC ANIMALS,Sea-urchins and other echinoderms,Sea-urchins and other echinoderms,1
"Sea-cucumber, live, fresh or chilled",Sea-cucumber,MISCELLANEOUS AQUATIC ANIMALS,Sea-urchins and other echinoderms,Sea-urchins and other echinoderms,1
"Sea-cucumber, other than live, fresh or chilled",Sea-cucumber,MISCELLANEOUS AQUATIC ANIMALS,Sea-urchins and other echinoderms,Sea-urchins and other echinoderms,1
"Sea-cucumber, prepared or preserved",Sea-cucumber,MISCELLANEOUS AQUATIC ANIMALS,Sea-urchins and other echinoderms,Sea-urchins and other echinoderms,1
"Sea-urchin, fermented or in brine",Sea-urchin,MISCELLANEOUS AQUATIC ANIMALS,Sea-urchins and other echinoderms,Sea-urchins and other echinoderms,1
"Sea-urchin, frozen",Sea-urchin,MISCELLANEOUS AQUATIC ANIMALS,Sea-urchins and other echinoderms,Sea-urchins and other echinoderms,1
"Sea-urchin, live, fresh or chilled",Sea-urchin,MISCELLANEOUS AQUATIC ANIMALS,Sea-urchins and other echinoderms,Sea-urchins and other echinoderms,1
"Sea-urchin, other than live, fresh or chilled",Sea-urchin,MISCELLANEOUS AQUATIC ANIMALS,Sea-urchins and other echinoderms,Sea-urchins and other echinoderms,1
"Sea-urchin, prepared or preserved",Sea-urchin,MISCELLANEOUS AQUATIC ANIMALS,Sea-urchins and other echinoderms,Sea-urchins and other echinoderms,1
"Abalone meat, frozen",Abalones,MOLLUSCS,"Abalones, winkles, conchs","Abalones, winkles, conchs",1
"Abalone meat, prepared or preserved",Abalones,MOLLUSCS,"Abalones, winkles, conchs","Abalones, winkles, conchs",1
"Abalones, dried",Abalones,MOLLUSCS,"Abalones, winkles, conchs","Abalones, winkles, conchs",1
"Abalones, shucked or not, live,fresh or chilled",Abalones,MOLLUSCS,"Abalones, winkles, conchs","Abalones, winkles, conchs",1
"Abalones, shucked or not, other than live,fresh or chilled",Abalones,MOLLUSCS,"Abalones, winkles, conchs","Abalones, winkles, conchs",1
"Stromboid conchs, frozen",Stromboid conchs,MOLLUSCS,"Abalones, winkles, conchs","Abalones, winkles, conchs",1
"Stromboid conchs, live, fresh or chilled",Stromboid conchs,MOLLUSCS,"Abalones, winkles, conchs","Abalones, winkles, conchs",1
"Top shell, live, fresh or chilled",Top shell,MOLLUSCS,"Abalones, winkles, conchs","Abalones, winkles, conchs",1
"Univalves meat, prepared or preserved, nei",Univalves,MOLLUSCS,"Abalones, winkles, conchs","Abalones, winkles, conchs",1
"Univalves nei, frozen",Univalves,MOLLUSCS,"Abalones, winkles, conchs","Abalones, winkles, conchs",1
"Univalves, dried, salted or in brine, nei",Univalves,MOLLUSCS,"Abalones, winkles, conchs","Abalones, winkles, conchs",1
"Univalves, live, fresh or chilled, nei",Univalves,MOLLUSCS,"Abalones, winkles, conchs","Abalones, winkles, conchs",1
"Univalves, other than live, fresh or chilled, nei",Univalves,MOLLUSCS,"Abalones, winkles, conchs","Abalones, winkles, conchs",1
"Arkshell, fresh or chilled",Arkshells,MOLLUSCS,"Clams, cockles, arkshells","Clams, cockles, arkshells",1
"Arkshells, frozen",Arkshells,MOLLUSCS,"Clams, cockles, arkshells","Clams, cockles, arkshells",1
"Bivalves nei, frozen","Clams, cockles, arkshells",MOLLUSCS,"Clams, cockles, arkshells","Clams, cockles, arkshells",1
"Bivalves, live, fresh or chilled, nei","Clams, cockles, arkshells",MOLLUSCS,"Clams, cockles, arkshells","Clams, cockles, arkshells",1
"Clam meat, frozen","Clams, cockles, arkshells",MOLLUSCS,"Clams, cockles, arkshells","Clams, cockles, arkshells",1
"Clams, cockles, arkshells nei, dried, salted or in brine","Clams, cockles, arkshells",MOLLUSCS,"Clams, cockles, arkshells","Clams, cockles, arkshells",1
"Clams, cockles, arkshells, etc., prep. or pres., nei","Clams, cockles, arkshells",MOLLUSCS,"Clams, cockles, arkshells","Clams, cockles, arkshells",1
"Clams, cockles, arkshells, live, fresh or chilled","Clams, cockles, arkshells",MOLLUSCS,"Clams, cockles, arkshells","Clams, cockles, arkshells",1
"Clams, cockles, arkshells, other than live, fresh or chilled","Clams, cockles, arkshells",MOLLUSCS,"Clams, cockles, arkshells","Clams, cockles, arkshells",1
"Clams, prep. or pres., whether or not in airtight containers","Clams, cockles, arkshells",MOLLUSCS,"Clams, cockles, arkshells","Clams, cockles, arkshells",1
"Clams, shucked or not, live, fresh or chilled","Clams, cockles, arkshells",MOLLUSCS,"Clams, cockles, arkshells","Clams, cockles, arkshells",1
"Clams, shucked or not, other than live, fresh or chilled","Clams, cockles, arkshells",MOLLUSCS,"Clams, cockles, arkshells","Clams, cockles, arkshells",1
"Miscellaneous molluscs, other than live, fresh or chilled, nei",Molluscs,MOLLUSCS,Miscellaneous marine molluscs,Miscellaneous marine molluscs,1
"Mollusc preparations, not in airtight containers",Molluscs,MOLLUSCS,Miscellaneous marine molluscs,Miscellaneous marine molluscs,1
"Molluscs live, for human food, nei",Molluscs,MOLLUSCS,Miscellaneous marine molluscs,Miscellaneous marine molluscs,1
"Molluscs live, spat, for breeding and other purposes, nei",Molluscs,MOLLUSCS,Miscellaneous marine molluscs,Miscellaneous marine molluscs,1
"Molluscs nei, dried, salted, pickled, etc.",Molluscs,MOLLUSCS,Miscellaneous marine molluscs,Miscellaneous marine molluscs,1
"Molluscs nei, frozen",Molluscs,MOLLUSCS,Miscellaneous marine molluscs,Miscellaneous marine molluscs,1
"Molluscs nei, live, fresh or chilled",Molluscs,MOLLUSCS,Miscellaneous marine molluscs,Miscellaneous marine molluscs,1
"Molluscs nei, prepared or preserved",Molluscs,MOLLUSCS,Miscellaneous marine molluscs,Miscellaneous marine molluscs,1
"Molluscs nei, shucked, fresh or chilled",Molluscs,MOLLUSCS,Miscellaneous marine molluscs,Miscellaneous marine molluscs,1
"Miscellaneous molluscs & aq. inver., other than live, fresh or chilled, nei",Molluscs and other aquatic invertebrates,MOLLUSCS,Miscellaneous marine molluscs,Miscellaneous marine molluscs,1
"Molluscs and other aq. invertebrates, dried, salted, etc.",Molluscs and other aquatic invertebrates,MOLLUSCS,Miscellaneous marine molluscs,Miscellaneous marine molluscs,1
"Molluscs and other aq. invertebrates, live, fresh or chilled, nei",Molluscs and other aquatic invertebrates,MOLLUSCS,Miscellaneous marine molluscs,Miscellaneous marine molluscs,1
"Molluscs and other aq. invertebrates, prep. or pres.",Molluscs and other aquatic invertebrates,MOLLUSCS,Miscellaneous marine molluscs,Miscellaneous marine molluscs,1
"Molluscs and other aq.invertebrates, frozen",Molluscs and other aquatic invertebrates,MOLLUSCS,Miscellaneous marine molluscs,Miscellaneous marine molluscs,1
"Molluscs and other aqu. invertebrates, live, fresh or chilled, nei",Molluscs and other aquatic invertebrates,MOLLUSCS,Miscellaneous marine molluscs,Miscellaneous marine molluscs,1
"Mussel meat nei, frozen",Mussels,MOLLUSCS,Mussels,Mussels,1
"Mussel meat, prep. or pres., in airtight containers",Mussels,MOLLUSCS,Mussels,Mussels,1
"Mussel meat, prep. or pres., not in airtight containers",Mussels,MOLLUSCS,Mussels,Mussels,1
"Mussel meat, prepared or preserved",Mussels,MOLLUSCS,Mussels,Mussels,1
"Mussel meat, prepared or preserved, nei",Mussels,MOLLUSCS,Mussels,Mussels,1
"Mussels nei, other than live, fresh or chilled",Mussels,MOLLUSCS,Mussels,Mussels,1
"Mussels, dried, salted or in brine",Mussels,MOLLUSCS,Mussels,Mussels,1
"Mussels, dried, salted or in brine, nei",Mussels,MOLLUSCS,Mussels,Mussels,1
"Mussels, live, fresh or chilled, nei",Mussels,MOLLUSCS,Mussels,Mussels,1
"Mussels of the genus Mytilus spp., live, fresh or chilled",Mussels of the genus Mytilus spp.,MOLLUSCS,Mussels,Mussels,1
"Mussels of the genus Mytilus spp., other than live, fresh or chilled",Mussels of the genus Mytilus spp.,MOLLUSCS,Mussels,Mussels,1
"Mussels of the genus Perna spp. live, fresh or chilled",Mussels of the genus Perna spp.,MOLLUSCS,Mussels,Mussels,1
"Mussels of the genus Perna spp., other than live, fresh or chilled",Mussels of the genus Perna spp.,MOLLUSCS,Mussels,Mussels,1
"European flat oyster, frozen",Flat oyster,MOLLUSCS,Oysters,Oysters,1
"European flat oyster, shucked or not, live, fresh or chilled",Flat oyster,MOLLUSCS,Oysters,Oysters,1
"Flat oysters, frozen",Flat oyster,MOLLUSCS,Oysters,Oysters,1
"Flat oysters, shucked or not, live, fresh or chilled",Flat oyster,MOLLUSCS,Oysters,Oysters,1
"Oyster meat nei, frozen",Oysters,MOLLUSCS,Oysters,Oysters,1
"Oyster meat, prepared or preserved, nei",Oysters,MOLLUSCS,Oysters,Oysters,1
Oyster sauce,Oysters,MOLLUSCS,Oysters,Oysters,1
"Oysters, dried",Oysters,MOLLUSCS,Oysters,Oysters,1
"Oysters, dried, salted or in brine",Oysters,MOLLUSCS,Oysters,Oysters,1
"Oysters, in shell, live fresh or chilled",Oysters,MOLLUSCS,Oysters,Oysters,1
"Oysters, live",Oysters,MOLLUSCS,Oysters,Oysters,1
"Oysters, live fresh or chilled, nei",Oysters,MOLLUSCS,Oysters,Oysters,1
"Oysters, other than live, fresh or chilled, nei",Oysters,MOLLUSCS,Oysters,Oysters,1
"Oysters, shucked, fresh or chilled",Oysters,MOLLUSCS,Oysters,Oysters,1
"Scallop meat, prepared or preserved",Scallops,MOLLUSCS,"Scallops, pectens","Scallops, pectens",1
"Scallops meat, frozen",Scallops,MOLLUSCS,"Scallops, pectens","Scallops, pectens",1
"Scallops, dried, salted or in brine",Scallops,MOLLUSCS,"Scallops, pectens","Scallops, pectens",1
"Scallops, dried, salted or in brine, nei",Scallops,MOLLUSCS,"Scallops, pectens","Scallops, pectens",1
"Scallops, live, fresh or chilled, nei",Scallops,MOLLUSCS,"Scallops, pectens","Scallops, pectens",1
"Scallops, other than live, fresh or chilled",Scallops,MOLLUSCS,"Scallops, pectens","Scallops, pectens",1
"Scallops, shucked, fresh or chilled, nei",Scallops,MOLLUSCS,"Scallops, pectens","Scallops, pectens",1
"Cephalopods nei, dried, salted or in brine",Cephalopods,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Cephalopods nei, frozen",Cephalopods,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Cephalopods, live, fresh or chilled, nei",Cephalopods,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Cephalopods, preparations, not in airtight containers",Cephalopods,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Cephalopods, prepared or preserved, nei",Cephalopods,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Cephalopods, smoked",Cephalopods,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
Cuttlefish bones,Cuttlefishes,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Cuttlefishes, dried, salted or in brine",Cuttlefishes,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Cuttlefishes, frozen",Cuttlefishes,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Cuttlefishes, live, fresh or chilled, nei",Cuttlefishes,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Cuttlefishes, other than live, fresh or chilled",Cuttlefishes,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Cuttlefishes, prepared or preserved",Cuttlefishes,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Cuttlefishes (Sepia off., Rossia macrosoma, Sepiola rondeleti), frozen","Cuttlefishes (Sepia off., Rossia macrosoma, Sepiola rondeleti)",MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Cuttlefishes (Sepia off., Rossia macrosoma, Sepiola rondeleti), live, fresh or chilled","Cuttlefishes (Sepia off., Rossia macrosoma, Sepiola rondeleti)",MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Cuttlefish and squid, other than live, fresh or chilled",Cuttlefishes and squids,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Cuttlefish and squid, prepared or preserved",Cuttlefishes and squids,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Cuttlefish and squids, smoked",Cuttlefishes and squids,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Cuttlefishes and squids, dried, salted or in brine, nei",Cuttlefishes and squids,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Cuttlefishes and squids, frozen, nei",Cuttlefishes and squids,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Cuttlefishes and squids, live, fresh or chilled, nei",Cuttlefishes and squids,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Octopus, dried, salted or in brine",Octopus,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Octopus, frozen",Octopus,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Octopus, live, fresh or chilled",Octopus,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Octopus, other than live, fresh or chilled",Octopus,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Octopus, prepared or preserved",Octopus,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Octopus, smoked",Octopus,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
Squid oil,Squids,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Squid rings, frozen",Squids,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Squids nei, frozen",Squids,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Squids, dried, salted or in brine",Squids,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Squids, live,fresh or chilled, nei",Squids,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Squids, other than live, fresh or chilled",Squids,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Squids, prepared or preserved, nei",Squids,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Squids, salted or pickled",Squids,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Squids, seasoned",Squids,MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Squids (Illex spp.), frozen",Squids (Illex spp.),MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Squids (Illex spp.), live, fresh or chilled",Squids (Illex spp.),MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Squids (Ommastrephes sagittatus, Loligo spp.), frozen","Squids (Ommastrephes sagittatus, Loligo spp.)",MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
"Squids (Ommastrephes sagittatus, Loligo spp.), live, fresh or chilled","Squids (Ommastrephes sagittatus, Loligo spp.)",MOLLUSCS,"Squids, cuttlefishes, octopuses","Squids, cuttlefishes, octopuses",1
Liver meal from aquatic mammals,Aquatic mammals,AQUATIC MAMMALS,Miscellaneous aquatic mammals,Aquatic mammals,0
"Marine mammal oils, nei",Aquatic mammals,AQUATIC MAMMALS,Miscellaneous aquatic mammals,Aquatic mammals,0
Meat meal from whales,Aquatic mammals,AQUATIC MAMMALS,Miscellaneous aquatic mammals,Aquatic mammals,0
Seal oil,Aquatic mammals,AQUATIC MAMMALS,Miscellaneous aquatic mammals,Aquatic mammals,0
Solubles from marine mammals,Aquatic mammals,AQUATIC MAMMALS,Miscellaneous aquatic mammals,Aquatic mammals,0
Sperm oil,Aquatic mammals,AQUATIC MAMMALS,Miscellaneous aquatic mammals,Aquatic mammals,0
Whale oil,Aquatic mammals,AQUATIC MAMMALS,Miscellaneous aquatic mammals,Aquatic mammals,0
Hizikia fusiforme (brown algae),Aquatic plants,AQUATIC PLANTS,Brown seaweeds,Aquatic plants,0
Kelp,Aquatic plants,AQUATIC PLANTS,Brown seaweeds,Aquatic plants,0
Kelp meal,Aquatic plants,AQUATIC PLANTS,Brown seaweeds,Aquatic plants,0
"Other brown algae (laminaria, eisenia/ecklonia)",Aquatic plants,AQUATIC PLANTS,Brown seaweeds,Aquatic plants,0
Undaria pinnafitida (brown algae),Aquatic plants,AQUATIC PLANTS,Brown seaweeds,Aquatic plants,0
Green laver,Aquatic plants,AQUATIC PLANTS,Green seaweeds,Aquatic plants,0
Other edible seaweeds,Aquatic plants,AQUATIC PLANTS,Miscellaneous aquatic plants,Aquatic plants,0
Other inedible seaweeds,Aquatic plants,AQUATIC PLANTS,Miscellaneous aquatic plants,Aquatic plants,0
Other seaweeds and aquatic plants and products thereof,Aquatic plants,AQUATIC PLANTS,Miscellaneous aquatic plants,Aquatic plants,0
Agar agar in powder,Aquatic plants,AQUATIC PLANTS,Red seaweeds,Aquatic plants,0
Agar agar in strips,Aquatic plants,AQUATIC PLANTS,Red seaweeds,Aquatic plants,0
Agar agar nei,Aquatic plants,AQUATIC PLANTS,Red seaweeds,Aquatic plants,0
Carrageen (Chondrus crispus),Aquatic plants,AQUATIC PLANTS,Red seaweeds,Aquatic plants,0
"Laver, dry",Aquatic plants,AQUATIC PLANTS,Red seaweeds,Aquatic plants,0
"Laver, nei",Aquatic plants,AQUATIC PLANTS,Red seaweeds,Aquatic plants,0
Other red algae,Aquatic plants,AQUATIC PLANTS,Red seaweeds,Aquatic plants,0
"Seaweeds and other algae, fit for human consumption, nei",Aquatic plants,AQUATIC PLANTS,Red seaweeds,Aquatic plants,0
"Seaweeds and other algae, unfit for human consumption, nei",Aquatic plants,AQUATIC PLANTS,Red seaweeds,Aquatic plants,0
Coral and the like,Miscellaneous aquatic animal products,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,Corals,Miscellaneous aquatic animal products,0
Miscellaneous corals and shells,Miscellaneous aquatic animal products,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,Corals,Miscellaneous aquatic animal products,0
Abalone shells,Miscellaneous aquatic animal products,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,"Pearls, mother-of-pearl, shells",Miscellaneous aquatic animal products,0
Mother of pearl shells,Miscellaneous aquatic animal products,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,"Pearls, mother-of-pearl, shells",Miscellaneous aquatic animal products,0
Oyster shells,Miscellaneous aquatic animal products,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,"Pearls, mother-of-pearl, shells",Miscellaneous aquatic animal products,0
Powder and waste of shells,Miscellaneous aquatic animal products,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,"Pearls, mother-of-pearl, shells",Miscellaneous aquatic animal products,0
Sea snail shells,Miscellaneous aquatic animal products,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,"Pearls, mother-of-pearl, shells",Miscellaneous aquatic animal products,0
Shells nei,Miscellaneous aquatic animal products,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,"Pearls, mother-of-pearl, shells",Miscellaneous aquatic animal products,0
Trochus shells,Miscellaneous aquatic animal products,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,"Pearls, mother-of-pearl, shells",Miscellaneous aquatic animal products,0
Natural sponges nei,Miscellaneous aquatic animal products,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,Sponges,Miscellaneous aquatic animal products,0
Natural sponges other than raw,Miscellaneous aquatic animal products,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,Sponges,Miscellaneous aquatic animal products,0
Natural sponges raw,Miscellaneous aquatic animal products,MISCELLANEOUS AQUATIC ANIMAL PRODUCTS,Sponges,Miscellaneous aquatic animal products,0
